classification;Hutform;Hutoberfläche;Hutfarbe;blaeut;Geruch;Lamellenbefestigung;Lamellenabstand;Lamellengroesse;Lamellenfarbe;Stielform;Stielansatz;Stieloberflaeche-ueber-Ring;Stieloberflaeche-unter-Ring;Stielfarbe-ueber-Ring;Stielfarbe-unter-Ring;Velum-Typ;Velum-Farbe;Manschette-Anzahl;Manschette-Typ;Sporenabdruckfarbe;Vorkommen;Habitat
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;konvex;faserig;grau;nein;kein;lose;beengt;breit;grau;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;glockenform;faserig;grau;nein;kein;lose;beengt;breit;weiss;verdickend;?;glatt;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;knubbelig;faserig;grau;nein;kein;lose;beengt;breit;pink;verdickend;?;seidig;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
essbar;glockenform;glatt;braun;nein;kein;fest;nah;breit;gelb;verdickend;?;glatt;glatt;orange;orange;partiale;braun;eine;haengend;orange;gebuendelt;Laub
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;konvex;faserig;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;glatt;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
essbar;konvex;glatt;grau;nein;kein;lose;beengt;breit;weiss;verdickend;?;seidig;glatt;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;knubbelig;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
essbar;glockenform;glatt;braun;nein;kein;fest;nah;breit;braun;verdickend;?;glatt;glatt;orange;orange;partiale;orange;eine;haengend;orange;gebuendelt;Laub
giftig;konvex;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;knubbelig;schuppig;braun;nein;muffig;lose;nah;breit;weiss;verdickend;keulenfoermig;seidig;schuppig;zimtfarben;zimtfarben;partiale;weiss;keine;keine;weiss;gebuendelt;Wald
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;knubbelig;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
essbar;knubbelig;glatt;weiss;nein;kein;lose;beengt;breit;grau;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;vereinzelt;Gras
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;konvex;glatt;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;glatt;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;schuppig;braun;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;schuppig;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;seidig;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
essbar;knubbelig;faserig;grau;nein;kein;lose;beengt;breit;weiss;verdickend;?;seidig;seidig;weiss;weiss;partiale;weiss;zwei;haengend;weiss;haeufig;Gras
giftig;konvex;glatt;rot;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;schuppig;braun;nein;fischig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;knubbelig;schuppig;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;konvex;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Laub
giftig;flach;glatt;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;konvex;glatt;rot;nein;faulig;lose;nah;eng;gelbbraun;verjuengend;?;seidig;glatt;weiss;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
giftig;flach;glatt;braun;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;glatt;pink;weiss;partiale;weiss;eine;vergaenglich;weiss;einige;Wald
giftig;flach;schuppig;rot;nein;wuerzig;lose;nah;eng;gelbbraun;verjuengend;?;glatt;seidig;pink;pink;partiale;weiss;eine;vergaenglich;weiss;einige;Wege
